MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	102.01172	s	10/19/2023 3:07:35 PM
Time	Ch 1 LVDT	Ch 1 Force
s	mm	N
74.717773	6.2202234	1002.5162
74.817383	6.2277532	1002.3337
74.916992	6.2372999	1002.5823
75.016602	6.2455378	1002.5054
75.116211	6.2537975	1002.5425
75.21582	6.2611289	1002.278
75.31543	6.2704897	1002.4328
75.415039	6.27847	1002.5576
75.514648	6.2872338	1002.5745
75.614258	6.2962389	1002.3774
75.713867	6.3027191	1002.554
75.813477	6.3132887	1003.1243
75.913086	6.3194294	1002.3973
76.012695	6.3293533	1002.5638
76.112305	6.3372784	1002.8676
76.211914	6.3459959	1002.558
76.311523	6.3529496	1002.4699
76.411133	6.3614559	1002.591
76.510742	6.3700085	1002.3536
76.610352	6.3777246	1002.6121
76.709961	6.3865166	1002.473
76.80957	6.3946958	1002.4259
76.90918	6.4048185	1002.2615
77.008789	6.4112325	1002.6384
77.108398	6.4201856	1002.2557
77.208008	6.4268484	1002.1067
77.307617	6.4364471	1001.9684
77.407227	6.4442611	1002.5934
77.506836	6.4531465	1002.0754
77.606445	6.4615111	1002.6119
77.706055	6.4701929	1002.5048
77.805664	6.478663	1002.0515
77.905273	6.4870925	1002.2407
78.004883	6.4956164	1001.8041
78.104492	6.5040655	1002.3378
78.204102	6.5116291	1002.6672
78.303711	6.5194488	1002.5305
78.40332	6.5283628	1002.5257
78.50293	6.5357618	1002.4033
78.602539	6.5444574	1002.3072
78.702148	6.5533519	1002.0449
78.801758	6.5625162	1002.4626
78.901367	6.5698204	1002.148
79.000977	6.5786524	1002.2024
79.100586	6.5854473	1002.2645
79.200195	6.5940838	1002.2317
79.299805	6.6026063	1002.2967
79.399414	6.6099019	1002.0781
79.499023	6.6200209	1002.2292
79.598633	6.6285858	1002.3163
79.698242	6.6356869	1002.533
79.797852	6.6452141	1002.1445
79.897461	6.6526651	1002.2466
79.99707	6.660583	1002.1375
80.09668	6.6692467	1001.9628
80.196289	6.6777744	1001.8933
80.295898	6.6858335	1002.7267
80.395508	6.6943412	1002.2163
80.495117	6.7036862	1002.22
80.594727	6.7110853	1002.3118
80.694336	6.7199011	1002.0453
80.793945	6.7280426	1001.8777
80.893555	6.7351003	1001.9987
80.993164	6.744082	1002.1746
81.092773	6.7532821	1002.6932
81.192383	6.7608619	1002.1694
81.291992	6.7693214	1001.7161
81.391602	6.7783747	1002.1776
81.491211	6.7861137	1002.1247
81.59082	6.7953391	1002.0523
81.69043	6.8038702	1002.105
81.790039	6.8117452	1002.1122
81.889648	6.8194966	1001.9686
81.989258	6.8273091	1001.5723
82.088867	6.8353148	1001.8578
82.188477	6.8447723	1001.8563
82.288086	6.8517818	1001.8538
