MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	102.01172	s	10/19/2023 3:16:12 PM
Time	Ch 1 LVDT	Ch 1 Force
s	mm	N
68.641602	5.7367892	2254.0256
68.741211	5.7457314	2254.8872
68.84082	5.7536478	2255.5488
68.94043	5.7614832	2256.0569
69.040039	5.7706404	2256.271
69.139648	5.7792931	2257.0251
69.239258	5.785337	2257.1909
69.338867	5.7948408	2257.5522
69.438477	5.8032722	2258.3496
69.538086	5.8120875	2259.1731
69.637695	5.8181996	2260.0879
69.737305	5.8288407	2260.2546
69.836914	5.8355427	2260.2612
69.936523	5.8443189	2260.4114
70.036133	5.8530664	2260.9932
70.135742	5.8608952	2261.5984
70.235352	5.8684568	2262.3442
70.334961	5.8782845	2263.322
70.43457	5.8856912	2263.2483
70.53418	5.8932352	2263.9556
70.633789	5.9024477	2264.916
70.733398	5.9113975	2264.3354
70.833008	5.9191971	2264.3999
70.932617	5.9267449	2265.8757
71.032227	5.937295	2265.8564
71.131836	5.9432049	2266.0356
71.231445	5.9511833	2266.4248
71.331055	5.9602208	2267.0867
71.430664	5.9689002	2267.5313
71.530273	5.9768381	2267.7732
71.629883	5.9855337	2268.377
71.729492	5.9938164	2270.3022
71.829102	6.0013571	2270.6853
71.928711	6.012023	2270.5291
72.02832	6.0200481	2271.0718
72.12793	6.0271435	2272.1333
72.227539	6.0363669	2271.3235
72.327148	6.0455632	2271.8252
72.426758	6.0518503	2272.5642
72.526367	6.0598001	2273.9006
72.625977	6.0701876	2273.6738
72.725586	6.0775084	2274.5457
72.825195	6.0879669	2274.6328
72.924805	6.0962515	2274.6316
73.024414	6.1038761	2274.9919
73.124023	6.1103334	2274.8044
73.223633	6.1203127	2274.4551
73.323242	6.1276407	2275.6021
73.422852	6.1364956	2276.0569
73.522461	6.1442614	2276.0637
73.62207	6.150475	2277.4236
73.72168	6.1611824	2277.7161
73.821289	6.1694422	2277.751
73.920898	6.176693	2277.5842
74.020508	6.1849327	2278.5391
74.120117	6.1927342	2279.1833
74.219727	6.2014122	2280.019
74.319336	6.2086382	2279.9736
74.418945	6.2176661	2280.0159
74.518555	6.225822	2280.6282
74.618164	6.2326689	2282.2214
74.717773	6.2427878	2282.0608
74.817383	6.2508202	2282.644
74.916992	6.2575507	2282.4988
75.016602	6.2675247	2283.3206
75.116211	6.2759633	2284.3201
75.21582	6.2833838	2284.293
75.31543	6.2915807	2284.1926
75.415039	6.3004394	2285.0596
75.514648	6.3074379	2285.0247
75.614258	6.3167772	2284.637
75.713867	6.3247061	2286.0696
75.813477	6.3332033	2287.3533
75.913086	6.3413072	2287.4521
76.012695	6.3488493	2287.3511
76.112305	6.3576975	2287.7466
76.211914	6.3660121	2288.1221
76.311523	6.3734741	2288.3523
76.411133	6.382935	2288.9822
76.510742	6.3908334	2289.3806
76.610352	6.3992252	2289.2886
76.709961	6.4076366	2290.698
76.80957	6.4158602	2290.908
76.90918	6.4234757	2291.7327
77.008789	6.4328365	2291.2869
77.108398	6.4389968	2292.4128
77.208008	6.450439	2292.7473
77.307617	6.4583211	2292.186
77.407227	6.4650178	2292.6736
77.506836	6.4746289	2293.4465
77.606445	6.4824591	2293.2837
77.706055	6.4895763	2294.3311
77.805664	6.4989834	2294.2297
77.905273	6.507266	2294.5259
78.004883	6.5149622	2294.4263
78.104492	6.5238657	2295.6042
78.204102	6.5327454	2296.4189
78.303711	6.5408044	2296.4675
78.40332	6.548871	2297.0974
78.50293	6.5572948	2296.8992
78.602539	6.5649195	2297.3127
78.702148	6.5742321	2297.9319
78.801758	6.5812378	2298.2561
78.901367	6.5908813	2298.6677
